,cg22571393,cg04157243,cg15829092,cg01361499,cg10331073,cg11840467,cg05232694,cg01233786,cg18369516,cg17949969,cg27057650,cg13682333,cg21351392,cg23685102,cg13858127,cg08202860,cg17945789,rs845016,cg13775050,cg08651538,cg12686441,cg26490758,cg12620035,cg25303023,cg08269485,cg05445326,cg02893180,cg00962254,cg02271603,cg23264429,cg14249876,cg27411547,cg19797516,cg27477067,cg17771031,cg14985891,cg06534752,cg23557926,cg25330387,cg18241962,cg01817364,cg26925463,cg21049501,cg06223834,cg22047295,cg04214938,cg14488466,cg16017089,cg18966688,cg20806040,cg20598190,cg27282900,cg04987071,cg00281273,cg13289884,cg05383531,cg26630171,cg05221738,cg07375150,cg09671951,cg27586797,cg11837293,cg05317090,cg23774717,cg12483545,cg14543226,cg22743884,cg15996459,cg05915866,cg02090033,cg06400428,cg03830585,cg17239876,cg01178624,cg08863830,cg13967811,cg14288281,cg05707218,cg00263677,cg03475293,cg06423617,cg23435915,cg25949447,cg27319917,cg01738022,cg15717250,cg02470595,cg22848598,cg00768487,cg00084338,cg14016236,cg27610821,cg05826175,cg25207147,cg21090033,cg16304656,cg18670236,cg13707793,cg25528916,cg03917138
1,0.128573158528558,0.148035728916883,0.276474315827311,0.0378109696147659,0.0238719016085347,0.231167074349408,0.966644560511358,0.103535868471543,0.0205001017289763,0.0272579099636481,0.124427921308549,0.536095535038926,0.943811801175225,0.899115045082914,0.103358450731194,1,0.769537848152683,0.903484679896934,0.94901766271577,0.0617575561696151,0.934866109128165,0.937043495831748,0.30022966870861,0.95039456843295,0.0146919102861147,0.964371782097194,0.00765649086357191,0.935630384481499,0.0766851530366546,0.911983194137269,0.00311099718179299,0.972060704600268,0.10956468603571,0.021902952808953,0.503898579455387,0.936465612734101,0.0597819631476933,0.19856035731526,0.980017093262674,0.0155861721738442,0.634294154237623,0.00587195115416719,0.877628986587669,0.946890272959542,0.0920935048625273,0.901506691390958,0.464825324038057,0.00960952492560067,0.535332446671543,0.0604868433478457,0.956558343909835,0.0169076594256635,0.995108560968923,0.986542037677283,0.0240967813917366,0.964041985894738,0.834816559683697,0.898408190832408,0.858787052281187,0.738814326902148,0.740674011036428,0.0788761793494758,0.145773321496514,0.0384474761383874,0.035530033675223,0.0519658246244911,0.920046344056784,0.0727627772685166,0.00886418790528148,0.322968019292957,0.0448116825910888,0.0157211743000356,0.976184165622749,0.0161406108415446,0.10137074141321,0.954606847621735,0.021222861474306,0.540798947470533,0.995501224985859,0.0263231721073213,0.951797526955772,0.598533177190618,0.967635132182642,0.911515832049032,0.953228595283698,0.98059554818851,0.179240411662123,0.00141333658765924,0.919248473862282,0.0432254504177585,0.492974027823124,0.0111890873266935,0.973520552568557,0.929240956444966,0.927755012127841,0.976652843218798,0.906186811249899,0.0356172045109112,0.037240284134443,0.390710656216379
2,0.295353400605068,0.101375509101406,0.923470333980355,0.997719766618042,0.0205064399347789,0.961968405444346,0.99084376212005,0.993887182861052,0.0142477016654971,0.00558559406216438,0.00835175175845326,0.822445421874439,0.956876724000203,0.375253439240957,0.853078853471204,0.258811313528403,0.946508542043465,0.066044816143798,0.9241804601893,0.155001072364284,0.668039603502146,0.738501569810693,0.611208310266411,0.958003471131164,0.00386643525716374,0.973479673552935,0.00572346079985597,0.986425590149148,0.462084129180193,0.974777477914657,0.00108517578814947,0.996808694689595,0.0270745107702378,0.0290689777272859,0.902611345438065,0.954151694435224,0.0511024155173084,0.959409138492003,0.996080665435648,0.0994177991548251,0.273116582073756,0.00917095402130397,0.840919174721285,0.964696486204726,0.18566303473219,0.984065496611975,0.943207645362415,0,0.426900099272373,0.066024868033533,0.93579714160683,0.00525049810290218,0.981966919818335,0.0446969920793233,0.0219432844681056,0.982098813740513,0.976936247199975,0.979550399706697,0.945378487787287,0.0122797106756814,0.952002904627163,0.908091174722698,0.0597367063191161,0.0274741585195245,0.344705381039295,0.0210331988742983,0.973344460053515,0.058950832278903,0.00334906113310467,0.0412289204195874,0.0109841608672869,0.0455311095391867,0.993852631856225,0.0325820119327616,0.492722318007776,0.375826541795754,0.0175033636058668,0.0535761296208393,0.12656777061293,0.0131037426428156,0.990398900217872,0.189612878686312,0.988681910987033,0.808454922251564,0.984714363928283,0.989557253752182,0.067329988616953,0.0118460017439077,0.962460429487548,0.0249906597746565,0.668267997438559,0.0677717755370046,0.903079278930375,0.98203611169789,0.97305415860924,0.915327783297886,0.863356216740887,0.141001396116435,0.00503672258088665,0.177732749834632
3,0.327280729957891,0.548677793088509,0.110808695995898,1,0.0126286591257926,0.969575208813417,0.940135151979504,0.092685276953568,0.0321973378726568,0.00523427307508148,0.0189258370412949,0.0340776263150313,0.965870520832663,0.806075577402822,0.0732669248218516,0.8236099923323,0.947993728728789,0.0350924411176868,0.919133327085205,0.044008932056758,0.61494527714025,0.930735873683742,0.500560422484188,0.919529043162969,0.0203234257096022,0.975404615030598,0.00478718250549407,0.992670394607738,0.0270104397467893,0.932609531636809,0.00341514741433054,0.988194438904744,0.0906189076647179,0.0554540009143359,0.0274898958873299,0.982572050690182,0.0302952390556373,0.984552238144465,0.95608419105034,0.0129135994617007,0.0369261258567341,0.00548821441493665,0.331754838858353,0.97025847350559,0.0814389321730312,0.946142004003691,0.184050923517627,0.0145388491443126,0.348133812441755,0.0241177089939558,0.922784595079914,0.0111188019074505,0.930121026782986,0.832850439998638,0.0194571725586339,0.955872692127118,0.0562177221284902,0.937704939127549,0.987128377033899,0.0176192725104132,0.043410558622003,0.0413750785009501,0.098590412024533,0.0338970261190496,0,0.0107290819529446,0.95307806938411,0.112366481777329,0.00552084797431284,0.0170424579479304,0.0261417415073408,0.00737284003031029,0.572557455643151,0.00695236137065425,0.686845542681702,0.0140308051762076,0.0147714920668519,0.600718426225863,0.995179244203588,0.0149043221202794,0.950992883884733,0.253927977093181,1,0.954293779972487,0.989509851963845,0.990180987985004,0.0592157208219143,0.0195317200413513,0.954494289688386,0.0697454382995698,0.0158310109057498,0.0249470248848645,0.974591491487184,0.983950383842613,0.969695774951459,0.680977575780731,0.956754593093747,0.0481511938341811,0.0163771664254583,0.981307400706582
4,0.0919027070182952,0.236409617288318,0.069552298916926,0.953242001824194,0.0160972863953969,0.52239434456273,0.984520721462131,0.414940559701535,0.011617810410327,0.00786841501320108,0.00892095316708779,0.163522189510419,0.958610237979228,0.00580149698277099,0.256780225867023,0.00903837717190433,0.918483860644385,0.474358147370866,0.886092537348585,0.0337647500818214,0.958478819162245,0.924687066775095,0.144157081044757,0.90318617466134,0.423002484955932,0.969814164010654,0.00509409158968977,0.993037513788855,0.0685460640361436,0.884904145310679,0.00541431061081646,0.985012900792317,0.0171127142858337,0.0214797716811179,0.0517234204201452,0.907164845244506,0.0380673047273304,0.937130101169294,0.963866739808024,0.0183624461663277,0.0611397184051116,0.0204109621313652,0.863261150511995,0.96215222232734,0.22246749031768,0.954447161930987,0.97069077013538,0.00824571658346024,0.353712483111756,0.97315646524018,0.915554515795138,0.0112306216856583,0.973768865755913,0.969028204408599,0.0509865359738998,0.980225047162614,0.816111572715388,0.867788737183199,0.991557054713776,0.86627745952611,0.0285503695915001,0.0666010656970402,0.718058947605409,0.0786254064933204,0.0181274127262582,0.0344495187919178,0.958949764855324,0.134493510781539,0.00490732456748832,0.0199035642382622,0.0506469825586643,0.0141871322236976,0.936013706821348,0.0161884646835334,0.77533022370104,0.0580869808262139,0.0201144181266181,0.00943296582973266,0.990940490292431,0.0513374236096117,0.922748075220527,0.864346978379722,0.936419535218197,0.936575597096994,0.982691169087838,0.978698007438645,0.0843877420608335,0.0167509435669022,0.956782754311038,0.0445991401287682,0.96263970240445,0.412824512202052,0.687849033518669,0.972046284049528,0.967178522136752,0.212870209497844,0.886941528865271,0.083746840509091,0.00780218162149173,0.934513027274077
5,0.228098857197791,0.204535181374818,0.988332415783757,0.943780572405872,0.824206541190938,0.984451486658578,0.933159120961401,0.989488771124008,0.218648661233895,0.589531122651412,0.0764439297030589,0.0731957883983407,0.949013100899875,0.893784390494792,0.180539761005448,0.670615354748664,0.0248234891403849,0.946500375491118,0.888614731814008,0.0147972906102369,0.990835415101578,0.248166412424326,0.992028980055793,0.924678015846072,0.00532746361149497,0.988046594697523,0.817542667536658,0.991862932218137,0.102181048185945,0.832457486845199,0.742804265202103,0.99447722641685,0.146040009411983,0.0164256702055371,0.196630305513766,0.952663781798069,0.203023160142246,0.17403951618899,0.965482381376702,0.00415465669804433,0.180970353725427,0.0195941998666972,0.151069832104596,0.953163617637106,0.149741378879816,0.959912312751987,0.438342745145058,0.00648670333522021,1,0.475081873180547,0.926507044558676,0.00785282788211048,0.98847814819828,0.992004375953277,0.045985773679803,0.393198272019399,0.853559934656292,0.0658514280672463,0.996900586515593,0.018127667747458,0.0239048425996726,0.92123382687168,0.264538381764209,0.629937547157446,0.0447893784472743,0.00421615409970127,0.669065629363272,0.139043475086975,0.0581964823279283,0.349786323710525,0.0135881664130646,0.0222750707355709,0.981320435009262,0.00262077223402912,0.502623724333148,0.617765543321721,0.0115168275929696,0.0148020105728515,0.975836324424372,0.0160880622324458,0.970234091425695,0.131779157951438,0.973654263531547,0.294264633477362,0.996037013000132,0.978000766487044,0.092105963785167,0.133335650164635,0.952868398836082,0.0372772631262496,0.0676072300782016,0.843504866106101,0.942119198454615,0.9726490202256,0.992369074432169,0.952305489937571,0.927473193050907,0.0501244594836394,0.985918210674499,0.0721411425351619
6,0.321184965322786,0.301194887068476,0.926114655979554,0.989663544038134,0.0477240244400082,0.961135083355394,0.64156617418844,0.839202076955512,0.0529787073036527,0.0324382222511895,0.0564835110110879,0.111592290196201,0.96678733350367,0.0965565222245716,0.99481188039295,0.0249230199143921,0.319103605053752,0.123168313429947,0.84549433085165,0.134816886824905,0.841530996998694,0.956932592382538,0.981554498111859,0.942062523882259,0.0178091214872372,0.958111610614009,0.0687585953936702,0.986058959234067,0.0371878986627713,0.873743751810567,0.0034932323227584,0.989772259967264,0.0688784361913434,0.0179846738077499,0.031038325569361,0.91504407750369,0.0507667379428223,0.924105023684343,0.97629783821126,0.0286941103414761,0.0931316823195971,0.0701182952810459,0.932982768016583,0.974182595508025,0.0825421356361818,0.672345799555984,0.298180061630004,0.0113250251979861,0.964392688316805,0.324953070009001,0.932963055931132,0.0130649245259033,0.887597654894126,0.985013610216336,0.0371735896883874,0.972256711872319,0.0569568289143543,0.958004825059816,0.985047687781317,0.0175234997560598,0.0377235025250435,0.895416433273487,0.113355281236592,0.0597736412183358,0.0342614394063785,0.029938672753298,0.983291910622327,0.124750042566483,0.0159628496981891,0.0219706668003904,0.0180635568989714,0.043449282966945,0.97904965646459,0.081181300279721,0.498704746627584,0.524272225467554,0.0499499502107994,0.0352556284528444,0.986308220439748,0.919779700934226,0.970712557444389,0.101894326909974,0.972890918436415,0.934323179630481,0.891642434271451,0.964346520637269,0.067818610300997,0.00237508283345304,0.902194416998688,0.157611223014806,0.0552930299918039,0.00594457769414148,0.473936833221431,0.978980490797018,0.816543805646891,0.78838331520007,0.816233474822561,0.215957024673605,0.0185750842471301,0.957100576503663
7,0.0888289460809711,0.415234120046754,0.925585228282808,0.951375962846582,0.01791575853895,0.972166931543794,1,0.199303763105182,0.0184946351222201,0.0031399446468844,0.0363403990343834,0.0446598491132134,0.959920610868345,0.483398053018972,0.0573192098533977,0.0211546417884691,0.935435815978081,0.0227242312364524,0.928020633554318,0.0203575309413494,0.987971644455998,0.950003600689144,0.495349403158791,0.909676203030786,0,0.98598207671344,0.014568992023984,0.997591093905318,0.0492308884500564,0.921275262493526,0.0810342109332092,0.991984564303486,0.0340220823155359,0.0241419402587838,0.268205497145893,0.972383200038318,0.0464714226548797,0.966557237929258,0.989079474513124,0.0710588079304511,0.658409664985837,0.00175706908648878,0.938462420907662,0.958016120155469,0.0666219675197758,0.0219706783183006,0.0129508787032972,0.00498309847423251,0.397672385298233,0.0968985273046442,0.956808838841071,0.012820223864137,0.973897419546026,0.966825740091944,0.0355398550438745,0.98157863525676,0.990651853411797,0.924182344214597,0.106491630113262,0.0195100456515155,0.0364352034483329,0.0280511146052866,0.0809206303864902,0.225714662681879,0.970935782968945,0.00798410861388522,0.934118627356309,0.195734084888916,0.00934610739905526,0.0468563497285994,0.0443236595095064,0.0001063748474197,0.978784950972591,0.0149351176540928,0.0278834543334039,0.988285641759535,0.0164064924214151,0.0376624182630744,0.998597971149507,0.812641720485382,0.981299859661003,0.0649050035121832,0.962694136910573,0.943031945987796,0.978157758133845,0.965240938490812,0.0762964737366914,0.164585788152552,0.355193036609808,0.00859454286174201,0.054709703925062,0.882789818754621,0.988588102061629,0.976983547286565,0.987005158458648,0.999895644225085,0.909787160708917,0.0328718493039634,0.77640199285038,0.97454058014589
8,0.23830670210323,0.355548769674713,0.203537588755555,0.183607808496164,0.0445297735736879,0.940809761247805,0.689236435162456,0.986201724497806,0.0233638837427858,0.0361462503364654,0.0732407387958867,0.132375741390025,0.957698663588885,0.00467650988353663,0.41854635992026,0.00989856837600213,0.933420140576858,0.935329406542591,0.399700241355435,0.233798094573927,0.807405146405027,0.891657869443606,0.216620508332859,0.947192420547851,0.0727306856077041,0.97029034785798,0.0135590273153704,0.993160234293233,0.0599075879542678,0.848322872150651,0.00135343696733924,0.972503214507937,0.0724977942650251,0.0300879693622065,0.0163125883529145,0.264032445672327,0.0698570525376495,0.792577349041849,0.887629368397695,0.0256639018823214,0.402154544336584,0.0225507407929812,0.944379159049869,0.93580265753051,0.0635634069738902,0.840022890477414,0.540258084005363,0.0153970446336731,0.049447973680021,0.494336426207196,0.676349690944052,0.0161600549711098,0.835079206622023,0.977030980317045,0.0324756426208193,0.863585344380044,0.647180465664071,0.354498030704297,0.753489974125492,0.0447454531524321,0.62939746822443,0.151062060761382,0.270364299670617,0.0669549440453077,0.103695025863627,0.0601158657189915,0.715563872624155,0.0259737028436181,0.0130810996978911,0.0251967126418302,0.030530507912933,0.0779905926559729,0.952104744663612,0.469008043742203,0.0739039001660257,0.8982447031841,0.0134688327951235,0.34963721122915,0.928461533931854,0.0784803420354318,0.957527368982362,0.17342497951365,0.965448758807647,0.83381680506012,0.903705662516904,0.792645163688577,0.0541765101437441,0.0282004640642252,0.457867144332531,0.167098687338566,0.0768545298245442,0.0353236679159108,0.661039671907484,0.987237641060868,0.698495378320547,0.712843557623445,0.784782270003837,0.236391554043235,0.0143161908541714,0.995673149225978
9,0.347415909594598,0.318262215318212,0.295794961724739,0.635128940555245,0.244305514565006,0.393572127935381,0.489856892584657,0.701730410280927,0.180315090697037,0.382519327182429,0.044563430480978,0.594624210101663,0.965054965524192,0.767982745918539,0.326935692844124,0.753843851573679,0.955144383880877,0.0161379877139085,0.68455905512645,0.426550862358528,0.725533646361428,0.943371378386402,0.656306858447947,0.967177846653406,0.580744446213115,0.897442545686282,0.30686363369181,0.977911546609894,0.49889307195765,0.859867578558865,0.00581517680466114,0.988446040366924,0.612157874925381,0.0333210659517695,0.0227934855676274,0.850355248314775,0.180486379138357,0.507748851679596,0.920402104725345,0.501026668960688,0.384460708749258,0.745475730876118,0.935600160276958,0.941755767770331,0.66717158244567,0.958391058317482,0.631023510782349,0.297984319991387,0.72530856453658,0.477469140720657,0.895737862181103,0.0932657809962316,0.927517634787152,0.963167014593662,0.180315646212869,0.85913349001111,0.850173280825109,0.972451282162157,0.858742985145975,0.571349616829104,0.0330188031666282,0.885439590139212,0.185117004436701,0.183372444458069,0.45535134612361,0.160359527962119,0.941504499435666,0.0920469079243172,0.130927704938646,0.0523945636021555,0.625361365899523,0.051518804575567,0.993193651657737,0.617778955238377,0.762651953337159,0.534583224114803,0.308513094025502,0.616415173219111,0.989154927943106,0.35809415477002,0.929118694224154,0.507992910527395,0.816297887732221,0.871809126731801,0.592647212996565,0.978134022083504,0.0789389249710103,0.0667771957610554,0.765461029238555,0.351051830270062,0.0966179453580106,0.0293075718100385,0.768863342769259,0.980993401841954,0.832908828709644,0.791832875918116,0.596381274449811,0.418743012316358,0.0294445173150566,0.915623050357623
10,0.88414237728685,0.599967036160347,0.904587844165527,0.929166782462126,0.0665560796996183,0.977114237933072,0.53374602044789,0.987178833930434,0.124269352254787,0.0225015786202508,0.0314559508920923,0.319881673261554,0.9757782211369,0.0123555287759636,0.954529752270035,0.0131320899899225,0.942288492383523,0.0139352984400716,0.900576537101125,0.165259876564541,0.564826200465163,0.93950058143114,0.182167991977777,0.961423736261555,0.0554621842570325,0.951841729884827,0.0146780912090467,0.943538980119439,0.121599070767562,0.911765911607775,0.0112172010160172,0.97857435886378,0.536862463070752,0.0381522144504973,0.315975060573474,0.937850215778282,0.190462534229935,0.946567096359218,0.946384192090577,0.174288156145939,0.150410837081003,0.0227727648763563,0.918293467114881,0.962915234738847,0.191442854366581,0.958110647274586,0.339513771030004,0.0433754092981636,0.672573083642191,0.932880652086095,0.774334698722094,0.021500287875489,0.904975326188851,0.927073510074304,0.0424485108845829,0.810912402227421,0.837915477106407,0.977837537833878,0.931315057967245,0.0232116148566231,0.627656423164074,0.425172921824394,0.154205999733767,0.067389954176854,0.567068034730871,0.0573091296660515,0.902953078441527,0.146857418037042,0.0188510569914279,0.0300986194023754,0.0206827262976059,0.0411880830071892,0.972643419892785,0.0575231326119426,0.620606759553388,0.667093034352129,0.015979505600623,0.345343610479187,0.991550366487098,0.504185332246282,0.944452155515421,0.106693784581641,0.956984681267898,0.880558266553792,0.905358837614822,0.969831184181959,0.0999906900542757,0.00945748927518993,0.788523300696055,0.0865008178601729,0.0703354010669589,0.210901362344683,0.666083721535057,0.975923449904683,0.859370959063521,0.434879230629911,0.824329411434888,0.273361191112204,0.0112940533236998,0.95524509519423
